Agglomeration_ID,Agglomeration_Name,Country,AU_Regions,ISO3,Longitude,Latitude,Altitude,Population_2015,Density_2015,Builtup,Distance to metro,Closest Metro,Voronoi,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,pop_growth
7164,Gazirat al-Khazindariyya,Egypt,North Africa,EGY,31.536,26.787,109,"10,638",14573,0.73,372,Cairo,182, -   , -   ,"3,899","4,811","6,108","7,173","9,272",48.3
7165,Igbotu,Nigeria,West Africa,NGA,4.896,6.424,24,"10,635",6951,1.53,155,Ibadan,106, -   , -   , -   , -   ,"5,500","7,600","10,600",39.9
7166,Gogounou,Benin,West Africa,BEN,2.836,10.842,323,"10,632",5343,1.99,306,Niamey,1959, -   , -   , -   ,"2,127","3,611","5,960","8,806",78.4
7167,Tamanar,Morocco,North Africa,MAR,-9.675,31.002,341,"10,630",5342,1.99,341,Casablanca,2869, -   ,"2,491","2,932","1,349","4,586","9,380","10,325",13.3
7168,Yachiaurache,Ethiopia,East Africa,ETH,36.505,7.941,1831,"10,627",12076,0.88,153,Sodo Town,393, -   , -   , -   , -   , -   , -   ,"9,533",#VALUE!
7169,Mkoreha,Tanzania,East Africa,TZA,39.731,-10.846,253,"10,627",3850,2.76,452,Dar es Salaam,302, -   , -   , -   , -   , -   ,"7,815","9,978",36
7170,Maktab Taftisht,Sudan,East Africa,SDN,35.441,15.548,444,"10,626",3300,3.22,313,Khartum,18511, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7171,Kum al-Hagna,Egypt,North Africa,EGY,31.125,31.184,2,"10,626",13119,0.81,118,Cairo,39, -   ,"5,817","6,852","6,918","6,788","8,029","9,409",32.3
7172,Garum Malam,Nigeria,West Africa,NGA,8.371,11.684,483,"10,625",8500,1.25,39,Kano,115, -   , -   , -   , -   ,"4,400","6,800","10,500",56.3
7173,Mihambwe,Tanzania,East Africa,TZA,39.802,-10.821,216,"10,622",4085,2.6,451,Dar es Salaam,1242, -   , -   , -   , -   , -   ,"9,533","9,973",11.4
7174,Khunwana,South Africa,Southern Africa,ZAF,25.339,-26.367,1333,"10,621",1254,8.47,201,Gaborone,1849, -   , -   , -   , -   , -   ,"9,357","10,182",13.5
7175,Adiquala,Eritrea,East Africa,ERI,38.832,14.633,2042,"10,620",6000,1.77,78,Asmara,1816, -   , -   ,"7,190","6,401","5,700","7,895","9,621",34.5
7176,Demsa,Cameroon,Central Africa,CMR,13.363,9.432,241,"10,619",4164,2.55,353,Ndjamena/Kousséri [TCD],1057, -   , -   , -   , -   ,"5,114","6,800","9,158",56.2
7177,Wamdewo,Nigeria,West Africa,NGA,13.131,10.526,533,"10,618",7273,1.46,276,Ndjamena/Kousséri [TCD],313, -   , -   , -   , -   ,"8,500","9,400","10,500",13
7178,Mount Fletcher,South Africa,Southern Africa,ZAF,28.504,-30.69,1502,"10,618",1938,5.48,174,Maseru,6881, -   , -   ,"1,005", -   , -   ,"10,541","10,592",0.7
7179,Ipokia,Nigeria,West Africa,NGA,2.842,6.524,23,"10,615",5500,1.93,24,Porto Novo,159, -   ,"5,045","7,000","9,000","11,900","11,200","10,600",-5.2
7180,Gboto,Togo,West Africa,TGO,1.522,6.669,71,"10,613",3975,2.67,65,Lomé/Aflao [TGO],304, -   ,"1,077","2,526","1,349","1,702","2,230","2,953",375.9
7181,Dar al Awada,Sudan,East Africa,SDN,30.452,19.531,224,"10,611",2700,3.93,495,Khartum,3728, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7182,Umuosu,Nigeria,West Africa,NGA,7.486,5.4,117,"10,603",2300,4.61,65,Onitsha,76, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7183,Kafr Khuzam,Egypt,North Africa,EGY,30.867,27.683,48,"10,603",19635,0.54,274,Cairo,42,"3,014","3,434","4,082","5,038","6,347","7,557","9,257",40.3
7184,Bangolan,Cameroon,Central Africa,CMR,10.626,5.938,1165,"10,602",3476,3.05,231,Douala,202, -   , -   , -   , -   , -   , -   ,"10,308",#VALUE!
7185,Kunjiel,Nigeria,West Africa,NGA,11.288,10.277,362,"10,602",7796,1.36,356,Kano,320, -   , -   , -   , -   ,"6,000","7,700","10,000",37.7
7186,Mearay Town,Ethiopia,East Africa,ETH,38.993,13.284,1570,"10,600",8908,1.19,227,Asmara,4069, -   , -   , -   , -   , -   ,"5,474","8,204",93.6
7187,Rebola,Equatorial Guinea,Central Africa,GNQ,8.835,3.727,309,"10,600",16825,0.63,9,Malabo,381, -   , -   , -   , -   , -   ,"5,250","8,356",101.9
7188,al-Qabati,Sudan,East Africa,SDN,33.757,17.184,361,"10,600",4000,2.65,226,Khartum,2502, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7189,Ghubaysha,Sudan,East Africa,SDN,26.997,12.026,483,"10,600",3746,2.83,712,Khartum,663, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7190,NNA_SUD4403_1258,Sudan,East Africa,SDN,33.637,11.371,521,"10,600",4511,2.35,475,Khartum,3622, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7191,Lusuku,Democratic Republic of the Congo,Central Africa,COD,23.893,-7.333,847,"10,600",3498,3.03,619,Lubumbashi,1141, -   , -   , -   , -   , -   , -   ,"13,982",#VALUE!
7192,Malamba,Democratic Republic of the Congo,Central Africa,COD,24.051,-6.866,754,"10,600",5989,1.77,649,Lubumbashi,95, -   , -   , -   , -   , -   , -   ,"7,905",#VALUE!
7193,Tshikangu,Democratic Republic of the Congo,Central Africa,COD,21.249,-6.99,692,"10,600",7413,1.43,711,Kinshasa,959, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7194,al-Farjân,Libya,North Africa,LBY,13.851,32.577,326,"10,598",3430,3.09,72,Tarâbulus,646, -   , -   , -   ,"4,886","7,734","10,409","10,598",1.8
7195,al-'Amâmara,Libya,North Africa,LBY,14.116,32.534,243,"10,594",4860,2.18,97,Tarâbulus,1223,"5,028","3,757","3,108","4,593","7,789","10,441","10,594",1.5
7196,Am Dam Zeribe,Chad,Central Africa,TCD,20.466,12.763,449,"10,592",13579,0.78,592,Ndjamena/Kousséri [TCD],7583, -   , -   , -   , -   ,622,"2,102","6,178",403.9
7197,Kignan,Mali,West Africa,MLI,-6.014,11.848,348,"10,590",4121,2.57,201,Bobo-Dioulasso,6425, -   , -   , -   ,"4,777","5,743","6,995","9,027",51.4
7198,Fatira,Egypt,North Africa,EGY,32.934,24.602,95,"10,589",3161,3.35,635,Cairo,70,"1,527","1,731","2,179","3,004","4,333","5,747","7,254",84.3
7199,Oued Amlil,Morocco,North Africa,MAR,-4.265,34.189,291,"10,588",6340,1.67,320,Casablanca,1396, -   , -   , -   , -   ,"4,983","7,465","9,426",41.8
7200,Konedougou,Cote d`Ivoire,West Africa,CIV,-6.663,6.035,191,"10,587",5948,1.78,257,Bouake,381, -   , -   , -   ,"2,184","4,386","4,410","8,320",140.1
7201,Kibande,Tanzania,East Africa,TZA,29.895,-4.383,1341,"10,587",2143,4.94,114,Bujumbura,551, -   , -   , -   , -   , -   ,"6,426","9,357",64.8
7202,Umuleri,Nigeria,West Africa,NGA,6.899,6.301,90,"10,584",4200,2.52,57,Onitsha,198, -   , -   , -   , -   ,"2,300","4,900","10,400",116
7203,Igbesa,Nigeria,West Africa,NGA,3.129,6.538,22,"10,584",1800,5.88,25,Lagos,137,"6,365","11,399","10,000","9,000","7,800","9,100","10,600",16.3
7204,Koyamah,Guinea,West Africa,GIN,-9.359,7.9,470,"10,577",5687,1.86,234,Monrovia,4962, -   , -   , -   , -   , -   ,"13,720","11,521",-22.9
7205,Opete,Nigeria,West Africa,NGA,6.828,5.319,48,"10,576",3804,2.78,61,Onitsha,134, -   , -   , -   , -   ,"2,900","4,500","7,000",135
7206,Sidi Ali Boussidi,Algeria,North Africa,DZA,-0.835,35.103,610,"10,572",7241,1.46,396,Alger,512,"2,365","1,096","3,982","5,021","6,970","8,536","9,744",23.9
7207,Ikoke,Nigeria,West Africa,NGA,8.3,6.829,80,"10,570",7000,1.51,176,Onitsha,733, -   , -   , -   , -   ,"8,700","9,600","10,600",10.1
7208,Cechi,Cote d`Ivoire,West Africa,CIV,-4.417,6.247,136,"10,568",5562,1.9,108,Abidjan,1319, -   ,"1,272","4,202","7,879","8,576","10,185","12,344",3.8
7209,Mateete,Uganda,East Africa,UGA,31.483,-0.244,1215,"10,567",7045,1.5,137,Kampala,1879, -   , -   ,189,660,"2,303","4,606","8,378",129.4
7210,Abukur,Nigeria,West Africa,NGA,7.661,12.872,515,"10,566",7657,1.38,135,Kano,156, -   , -   , -   , -   ,"6,400","8,000","9,900",32.1
7211,Ntwetwe,Uganda,East Africa,UGA,31.609,0.946,1158,"10,561",4612,2.29,132,Kampala,1921, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7212,Giyawara,Nigeria,West Africa,NGA,5.509,13.345,276,"10,560",8000,1.32,361,Kano,518, -   , -   , -   , -   ,"3,700","5,200","7,400",103.1
7213,Santchou,Cameroon,Central Africa,CMR,9.97,5.285,763,"10,557",3744,2.82,138,Douala,1970, -   , -   ,889,"2,805","5,656","7,907","10,361",33.5
7214,Akim Manso,Ghana,West Africa,GHA,-0.876,5.908,157,"10,557",4512,2.34,82,Accra,244, -   , -   ,"3,398","4,122","5,081","6,332","9,095",66.7
7215,El Ouloudj,Algeria,North Africa,DZA,6.48,36.931,130,"10,556",3530,2.99,306,Alger,224, -   ,"4,199","1,633","2,189","3,814","6,022","9,601",75.3
7216,Krim Krim,Chad,Central Africa,TCD,15.795,8.979,404,"10,556",2861,3.69,360,Ndjamena/Kousséri [TCD],2382, -   , -   ,"2,401","2,944","3,609","5,336","8,408",97.8
7217,Boukhadra,Algeria,North Africa,DZA,8.034,35.745,851,"10,554",4797,2.2,227,Tunis,519, -   ,"2,581","4,097","5,144","6,987","8,293","10,118",27.3
7218,Juaso (reg.Ashanti),Ghana,West Africa,GHA,-1.124,6.586,228,"10,549",3307,3.19,58,Kumasi,302,"2,151","4,000","4,553","5,468","6,725","8,401","9,733",25.6
7219,Obilokwu Mbieri,Nigeria,West Africa,NGA,7.125,5.53,130,"10,545",1900,5.55,32,Onitsha,740, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7220,Bilida Bukisa,Ethiopia,East Africa,ETH,38.482,5.819,1899,"10,544",8643,1.22,103,Hawassa City,99, -   , -   , -   , -   , -   , -   ,"9,459",#VALUE!
7221,Vila de Ressano Garcia Sede,Mozambique,Southern Africa,MOZ,31.997,-25.461,160,"10,539",1805,5.84,65,Cidade de Maputo,3761, -   , -   , -   , -   , -   ,"7,441","8,654",41.6
7222,Kidira,Senegal,West Africa,SEN,-12.215,14.457,38,"10,538",8233,1.28,398,Touba Mosquée,10020, -   , -   , -   , -   ,"2,715","4,005","7,743",163.1
7223,Omupo,Nigeria,West Africa,NGA,4.793,8.276,387,"10,536",6504,1.62,135,Ibadan,329, -   , -   , -   , -   ,"6,300","7,700","9,400",36.8
7224,Gaafour,Tunisia,North Africa,TUN,9.324,36.327,275,"10,531",2679,3.9,94,Tunis,623, -   , -   ,"5,399","6,796","8,955","9,608","9,990",9.6
7225,Nabordo,Nigeria,West Africa,NGA,9.399,10.224,700,"10,530",5400,1.95,218,Kano,2034, -   , -   , -   , -   ,"4,000","5,800","8,300",81.6
7226,Village 08,Sudan,East Africa,SDN,34.088,13.939,422,"10,530",8100,1.3,243,Khartum,887, -   , -   , -   , -   ,"4,738","7,020","9,499",50
7227,Sulûq,Libya,North Africa,LBY,20.242,31.662,54,"10,526",1047,10.05,679,Tarâbulus,6955,"10,758","10,984","6,497","5,388","7,559","10,269","10,526",2.5
7228,Timbiri,Malawi,Southern Africa,MWI,34.191,-11.544,587,"10,522",5261,2,277,Lilongwe,641, -   , -   , -   , -   ,"4,489","6,172","8,983",70.5
7229,Gatabo,Burundi,Central Africa,BDI,30.112,-4.089,1257,"10,521",3076,3.42,93,Bujumbura,798, -   , -   , -   , -   , -   , -   ,"9,090",#VALUE!
7230,Kuchi,Nigeria,West Africa,NGA,4.486,11.703,192,"10,521",7911,1.33,327,Niamey,1814, -   , -   , -   , -   ,"5,800","7,800","10,500",34.9
7231,Mvomero,Tanzania,East Africa,TZA,37.53,-6.438,362,"10,517",7154,1.47,179,Dar es Salaam,1497, -   , -   , -   ,"3,128","5,384","7,307","9,317",43.9
7232,Motswedi,South Africa,Southern Africa,ZAF,25.905,-25.284,1194,"10,517",600,17.54,74,Gaborone,1264, -   , -   , -   , -   , -   ,"9,159","10,044",14.8
7233,Siakago aggl.,Kenya,East Africa,KEN,37.639,-0.591,1180,"10,516",910,11.56,42,Embu aggl.,674, -   , -   , -   , -   , -   ,"8,781","9,914",19.8
7234,Hebite,Ethiopia,East Africa,ETH,39.491,13.455,2184,"10,512",6333,1.66,217,Asmara,604, -   , -   , -   , -   , -   , -   ,"10,003",#VALUE!
7235,Kremis,Mali,West Africa,MLI,-10.354,15.353,201,"10,509",4569,2.3,398,Bamako,4674, -   , -   , -   ,"3,207","3,945","6,125","8,959",71.6
7236,Luuka,Uganda,East Africa,UGA,33.329,0.759,1105,"10,506",2309,4.55,97,Kampala,593, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7237,al-Shaykh Abada,Egypt,North Africa,EGY,30.874,27.806,57,"10,506",58367,0.18,260,Cairo,32,"2,348","2,877","3,658","4,355","5,129","6,471","9,172",62.4
7238,Lexeibe,Mauritania,North Africa,MRT,-13.142,16.227,23,"10,502",2096,5.01,331,Touba Mosquée,9198, -   ,"1,068","1,789","2,996","3,881","4,665","7,947",125.1
7239,Niena,Mali,West Africa,MLI,-6.35,11.427,350,"10,501",1879,5.59,218,Bamako,4560, -   , -   , -   , -   , -   ,"1,320","8,951",695.5
7240,Debire Zeyit Town,Ethiopia,East Africa,ETH,35.663,10.629,2384,"10,500",7955,1.32,372,Addis Ababa City,11134, -   , -   , -   , -   ,"2,159","3,530","6,990",197.5
7241,Shinile Town,Ethiopia,East Africa,ETH,41.841,9.684,1075,"10,500",6176,1.7,244,Hargeisa,9890, -   , -   , -   , -   , -   ,"8,564","9,056",22.6
7242,Bidya Bidyan,Equatorial Guinea,Central Africa,GNQ,11.261,1.898,605,"10,500",10500,1,163,Bata,1306, -   , -   , -   , -   , -   ,"5,000","8,151",110
7243,Sofon Dagga,Nigeria,West Africa,NGA,6.44,9.484,209,"10,500",7500,1.4,359,Ibadan,1361, -   , -   , -   , -   ,"3,700","5,400","8,000",94.4
7244,Malete,Nigeria,West Africa,NGA,4.469,8.707,331,"10,500",4357,2.41,154,Ibadan,1468, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7245,Emure Ile,Nigeria,West Africa,NGA,5.513,7.242,325,"10,500",3608,2.91,178,Ibadan,337, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7246,Baka,South Sudan,East Africa,SSD,30.153,4.504,784,"10,500",11413,0.92,161,Juba,4902, -   , -   , -   , -   , -   , -   ,"7,960",#VALUE!
7247,Kitobwe,Democratic Republic of the Congo,Central Africa,COD,26.629,-8.026,611,"10,500",6481,1.62,412,Lubumbashi,247, -   , -   , -   , -   , -   , -   ,"7,000",#VALUE!
7248,Ndombe,Democratic Republic of the Congo,Central Africa,COD,27.049,-3.641,611,"10,500",6481,1.62,263,Bujumbura,5539, -   , -   , -   , -   , -   , -   ,"7,000",#VALUE!
7249,Kamango,Democratic Republic of the Congo,Central Africa,COD,29.882,0.664,853,"10,500",5024,2.09,274,Kigali,1013, -   , -   , -   , -   , -   , -   ,"7,000",#VALUE!
7250,Mweso,Democratic Republic of the Congo,Central Africa,COD,29.035,-1.112,1575,"10,500",6481,1.62,147,Kigali,819, -   , -   , -   , -   , -   , -   ,"7,000",#VALUE!
7251,Luofu,Democratic Republic of the Congo,Central Africa,COD,29.116,-0.617,1604,"10,500",6325,1.66,175,Kigali,885, -   , -   , -   , -   , -   , -   ,"7,000",#VALUE!
7252,Sia,Democratic Republic of the Congo,Central Africa,COD,18.588,-3.816,371,"10,500",7836,1.34,363,Kinshasa,2259, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7253,Bolongbolo,Democratic Republic of the Congo,Central Africa,COD,29.178,3.337,787,"10,500",9459,1.11,313,Juba,5735, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7254,Kundamfuma/Kundamfumu,Zambia,Southern Africa,ZMB,28.764,-11.523,1369,"10,500",2763,3.8,142,Lubumbashi,4309, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7255,Khenichet,Morocco,North Africa,MAR,-5.683,34.438,26,"10,498",9720,1.08,206,Casablanca,670, -   , -   , -   ,"18,145","8,973","7,062","8,974",48.7
7256,al-Manshiyya al-Gadida,Egypt,North Africa,EGY,30.432,30.918,1,"10,497",34990,0.3,118,Cairo,28,"2,999","2,570","3,081","3,864","5,749","7,475","9,244",40.4
7257,Damkarko,Burkina Faso,West Africa,BFA,-0.648,13.618,297,"10,495",10391,1.01,170,Ouagadougou,3199, -   , -   ,"4,482","5,854","6,948","7,543","9,073",39.1
7258,Koumpentoum,Senegal,West Africa,SEN,-14.563,13.977,31,"10,493",3170,3.31,173,Touba Mosquée,9388, -   , -   , -   , -   ,"4,585","6,574","9,019",59.6
7259,Umm al-Ruda,Egypt,North Africa,EGY,31.623,31.411,2,"10,492",13115,0.8,146,Cairo,96, -   , -   , -   , -   , -   , -   ,"6,736",#VALUE!
7260,Nagrig,Egypt,North Africa,EGY,30.866,30.975,5,"10,488",13446,0.78,101,Cairo,17,"2,793","3,467","5,080","5,516","6,766","7,890","9,418",32.9
7261,Wurogauri,Nigeria,West Africa,NGA,4.027,12.357,206,"10,487",8067,1.3,244,Niamey,426, -   , -   , -   , -   ,"4,800","6,900","9,800",52
7262,Chipoka UA,Malawi,Southern Africa,MWI,34.513,-13.996,491,"10,486",3277,3.2,97,Lilongwe,1329, -   , -   , -   , -   , -   ,"4,214","9,017",148.8
7263,Manzanouan,Cote d`Ivoire,West Africa,CIV,-3.285,6.841,192,"10,485",7436,1.41,181,Abidjan,684, -   , -   , -   ,"2,474","3,923","6,922","9,872",51.5
7264,Akkrash,Egypt,North Africa,EGY,31.498,30.758,7,"10,485",16131,0.65,73,Cairo,16,"3,836","4,663","4,264","5,214","6,497","7,485","9,100",40.1
7265,Butogota,Uganda,East Africa,UGA,29.638,-0.885,1171,"10,482",5823,1.8,117,Kigali,301, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7266,Mahamba,Kingdom of Eswatini,Southern Africa,SWZ,31.138,-27.109,1076,"10,481",741,14.15,78,Manzini,1588, -   , -   , -   , -   , -   ,"10,599","10,154",-1.1
7267,Dan Alhaji,Nigeria,West Africa,NGA,8.692,10.532,830,"10,480",8000,1.31,163,Kano,2598, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7268,NNA_4221_11,Sudan,East Africa,SDN,33.939,13.057,440,"10,480",4000,2.62,312,Khartum,724, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7269,Babban Gona,Nigeria,West Africa,NGA,6.045,10.129,218,"10,476",7936,1.32,341,Kano,372, -   , -   , -   , -   ,"5,300","7,400","10,200",41.6
7270,Nhlangano,South Africa,Southern Africa,ZAF,29.728,-30.646,985,"10,475",500,20.97,151,Durban,923, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7271,Impumelelo,South Africa,Southern Africa,ZAF,28.774,-26.352,1651,"10,472",5398,1.94,66,Johannesburg,684, -   , -   , -   , -   , -   ,"5,992","9,012",74.8
7272,Ludlow,South Africa,Southern Africa,ZAF,31.28,-24.686,475,"10,472",1694,6.18,175,Cidade de Maputo,4204, -   , -   , -   , -   , -   ,"6,327","10,044",65.5
7273,Domé,Benin,West Africa,BEN,2.226,7.68,184,"10,470",5785,1.81,131,Cotonou,1266, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7274,Akesta Town,Ethiopia,East Africa,ETH,39.171,10.881,3249,"10,470",2868,3.65,231,Addis Ababa City,852, -   , -   , -   , -   , -   ,"3,438","5,614",204.5
7275,Makak,Cameroon,Central Africa,CMR,11.038,3.547,657,"10,468",2719,3.85,70,Yaoundé,3125, -   , -   ,"2,700","4,257","6,107","7,522","9,373",39.2
7276,Bontrug,South Africa,Southern Africa,ZAF,25.48,-33.399,169,"10,463",6539,1.6,489,Maseru,4045, -   , -   , -   ,"3,660","4,133","6,544","8,948",59.9
7277,al-Aqula,Egypt,North Africa,EGY,30.918,31.26,5,"10,463",11251,0.93,129,Cairo,59,"1,685","2,331","2,720","3,209","3,785","4,072","9,265",156.9
7278,Zeboudja,Algeria,North Africa,DZA,1.431,36.353,458,"10,462",3571,2.93,152,Alger,354, -   ,"1,744","1,508","2,225","3,455","5,565","9,687",88
7279,al-Sufi,Sudan,East Africa,SDN,32.138,14.478,382,"10,458",4200,2.49,123,Khartum,7238, -   , -   , -   , -   ,"8,359","9,343","10,755",11.9
7280,Glidji,Togo,West Africa,TGO,1.601,6.262,12,"10,454",1717,6.09,47,Lomé/Aflao [TGO],79, -   , -   ,"2,156","1,138","1,882","3,377","6,922",209.6
7281,Sidi Bou Ali,Tunisia,North Africa,TUN,10.47,35.959,17,"10,446",2495,4.2,100,Tunis,737, -   , -   , -   ,"4,340","6,478","8,389","9,779",24.5
7282,Sinematiali,Cote d`Ivoire,West Africa,CIV,-5.389,9.581,341,"10,445",2756,3.79,212,Bouake,1491, -   , -   , -   ,"2,715","5,030","6,933","9,602",50.7
7283,Bassiknou,Mauritania,North Africa,MRT,-5.953,15.867,264,"10,444",1251,8.35,417,Bamako,18537, -   , -   , -   ,"2,191","3,812","7,433","9,292",40.5
7284,Haskanita,Sudan,East Africa,SDN,26.63,11.963,501,"10,444",2800,3.73,749,Khartum,2341, -   , -   , -   , -   ,"5,351","6,992","9,136",49.4
7285,Bouzghaia,Algeria,North Africa,DZA,1.239,36.34,271,"10,444",4245,2.46,169,Alger,191, -   ,117,"1,412","2,142","3,795","6,023","9,825",73.4
7286,Urbi,Sudan,East Africa,SDN,30.522,18.754,240,"10,442",2300,4.54,416,Khartum,30999, -   , -   , -   , -   ,"2,533","4,463","7,866",134
7287,al-Shuhaynab,Sudan,East Africa,SDN,32.535,16.049,387,"10,440",3000,3.48,58,Khartum,6001, -   , -   , -   , -   ,"1,117","2,731","6,677",282.3
7288,Sammakin al-Sharq,Egypt,North Africa,EGY,32.004,30.795,6,"10,439",1234,8.46,103,Cairo,168,"1,971","2,931","3,233","4,271","5,541","6,950","9,061",50.2
7289,Sidi Abdelli,Algeria,North Africa,DZA,-1.128,35.063,454,"10,439",5381,1.94,422,Alger,392, -   ,"2,654","2,479","3,522","5,369","8,688","9,867",20.2
7290,Agona Nsaba,Ghana,West Africa,GHA,-0.75,5.645,133,"10,438",6822,1.53,63,Accra,158,"2,160","4,100","4,416","5,147","6,161","7,507","9,376",39
7291,Taninga Sede,Mozambique,Southern Africa,MOZ,32.837,-25.174,24,"10,437",765,13.65,71,Cidade de Maputo,458, -   , -   , -   , -   , -   , -   ,"9,076",#VALUE!
7292,Togoville,Togo,West Africa,TGO,1.478,6.233,13,"10,436",5141,2.03,33,Lomé/Aflao [TGO],212, -   , -   ,"4,316","1,191","2,076","3,960","7,753",163.5
7293,Kopong,Botswana,Southern Africa,BWA,25.892,-24.475,987,"10,435",1045,9.99,16,Gaborone,1420, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7294,Gueltat Sidi Saad,Algeria,North Africa,DZA,1.946,34.299,1114,"10,434",4853,2.15,291,Alger,2314, -   ,"1,819", -   ,779,"2,434","4,708","9,525",121.6
7295,Shoshong,Botswana,Southern Africa,BWA,26.515,-23.031,1140,"10,431",2797,3.73,187,Gaborone,16407, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7296,Katagum,Nigeria,West Africa,NGA,10.349,12.287,357,"10,430",7000,1.49,200,Kano,1828, -   , -   , -   , -   ,"7,900","8,800","9,700",18.5
7297,Ejiba,Nigeria,West Africa,NGA,5.647,8.3,221,"10,429",7143,1.46,214,Ibadan,779, -   , -   , -   , -   ,"4,300","6,600","10,200",58
7298,Shonga,Nigeria,West Africa,NGA,5.152,9.019,117,"10,429",7557,1.38,223,Ibadan,1019, -   , -   , -   , -   ,"3,400","5,900","10,200",76.8
7299,al-Awaysa,Egypt,North Africa,EGY,30.733,28.29,29,"10,429",16554,0.63,210,Cairo,19,"1,798","1,992","2,347","2,841","3,433","4,115","5,400",153.4
7300,Aundu,Nigeria,West Africa,NGA,9.692,8.324,125,"10,428",7242,1.44,401,Onitsha,1630, -   , -   , -   , -   ,"6,300","8,100","10,400",28.7
7301,Abduka,Nigeria,West Africa,NGA,4.319,8.268,399,"10,425",7500,1.39,103,Ibadan,245, -   , -   , -   , -   ,"5,400","7,000","9,100",48.9
7302,Um Karadym,Sudan,East Africa,SDN,29.8,13.661,545,"10,425",2500,4.17,359,Khartum,31071, -   , -   , -   , -   ,"6,660","10,824","10,850",-3.7
7303,Tougnifili,Guinea,West Africa,GIN,-14.419,10.396,24,"10,424",7043,1.48,124,Conakry,1557, -   , -   , -   , -   , -   ,"8,976","9,924",16.1
7304,Qarraga,Egypt,North Africa,EGY,31.744,30.826,5,"10,424",13899,0.75,90,Cairo,13,"1,697","2,592","3,213","3,987","5,349","7,237","9,047",44
7305,Iwawa,Tanzania,East Africa,TZA,34.11,-9.257,2224,"10,422",1565,6.66,525,Lilongwe,2632, -   , -   , -   , -   , -   ,"12,516","10,004",-16.7
7306,Kayogoro,Burundi,Central Africa,BDI,29.946,-4.113,1358,"10,421",2592,4.02,117,Kigali,291,,,,, -   , -   ,"9,003",#VALUE!
7307,De Doorns East,South Africa,Southern Africa,ZAF,19.661,-33.481,508,"10,421",5456,1.91,116,Cape Town,14511, -   , -   , -   , -   , -   ,"3,761","9,749",177.1
7308,Ina,Benin,West Africa,BEN,2.729,9.965,370,"10,419",4023,2.59,310,Ibadan,1165, -   , -   , -   , -   ,"1,610","1,910","3,155",445.5
7309,Etu,Nigeria,West Africa,NGA,7.66,6.059,50,"10,416",3555,2.93,70,Onitsha,84, -   , -   , -   , -   ,"5,800","7,800","10,400",33.5
7310,Barankaw,Sudan,East Africa,SDN,33.261,14.978,395,"10,416",3100,3.36,99,Khartum,136, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
7311,Bagaroua,Niger,West Africa,NER,4.349,14.64,290,"10,415",4376,2.38,271,Niamey,8874, -   , -   , -   , -   ,"3,954","5,961","8,660",74.7
7312,Gambaga,Ghana,West Africa,GHA,-0.438,10.529,367,"10,413",3254,3.2,233,Ouagadougou,1327,"2,128","2,900","3,730","5,094","6,488","7,887","9,479",32
7313,Bokin,Burkina Faso,West Africa,BFA,-1.793,12.998,323,"10,412",2450,4.25,78,Ouagadougou,1952, -   , -   , -   ,"3,334","5,280","7,419","9,149",40.3
7314,Gomeneberi,Cote d`Ivoire,West Africa,CIV,-5.517,5.378,72,"10,412",12249,0.85,168,Abidjan,527, -   , -   , -   ,"1,917","4,335","5,829","8,717",78.6
7315,Bweteka,Malawi,Southern Africa,MWI,34.222,-11.246,615,"10,412",5480,1.9,310,Lilongwe,2853, -   , -   , -   , -   ,"5,101","6,911","8,890",50.7
7316,Mafa,Nigeria,West Africa,NGA,13.598,11.923,301,"10,410",8897,1.17,161,Ndjamena/Kousséri [TCD],2108, -   , -   , -   , -   ,"3,600","6,100","10,400",70.7
7317,Kanakono,Cote d`Ivoire,West Africa,CIV,-6.237,10.356,333,"10,408",10408,1,232,Bobo-Dioulasso,1021, -   , -   , -   ,"2,904","3,586","4,547","8,205",128.9
7318,Bandio,Niger,West Africa,NER,1.088,13.893,241,"10,407",6545,1.59,119,Niamey,7167, -   , -   , -   , -   ,"4,155","5,217","8,199",99.5
